id,combFE,fuelCost,cyl,guzzlerBin
21300,27,1550,4,FALSE
20684,18,2050,8,FALSE
20685,18,2050,8,FALSE
20698,17,2150,8,FALSE
20636,29,1250,4,FALSE
20637,34,1100,4,FALSE
20635,30,1200,4,FALSE
19753,25,1700,6,FALSE
19752,23,1850,6,FALSE
19820,24,1750,6,FALSE
19760,23,1850,6,FALSE
19764,24,1750,6,FALSE
19762,22,1900,6,FALSE
21241,22,1900,6,FALSE
21231,21,2000,6,FALSE
21239,22,1900,6,FALSE
21269,21,2000,6,FALSE
19772,24,1750,6,FALSE
19765,23,1850,6,FALSE
19857,24,1750,6,FALSE
19773,22,1900,6,FALSE
19822,24,1750,6,FALSE
19755,23,1850,6,FALSE
21235,23,1850,6,FALSE
21229,21,2000,6,FALSE
21237,22,1900,6,FALSE
21268,21,2000,6,FALSE
19823,24,1750,6,FALSE
19856,23,1850,6,FALSE
19759,24,1750,6,FALSE
19756,23,1850,6,FALSE
19776,24,1750,6,FALSE
19763,22,1900,6,FALSE
21240,22,1900,6,FALSE
21234,21,2000,6,FALSE
19858,24,1750,6,FALSE
19774,22,1900,6,FALSE
19742,21,2000,6,FALSE
19728,21,2000,6,FALSE
19743,21,2000,6,FALSE
19729,21,2000,6,FALSE
19972,25,1700,4,FALSE
19971,24,1750,4,FALSE
19970,24,1750,4,FALSE
19969,22,1900,4,FALSE
20057,20,2100,6,FALSE
19706,19,2200,6,FALSE
20062,19,2200,6,FALSE
19700,20,2100,6,FALSE
19996,17,2450,8,FALSE
19995,17,2450,8,FALSE
20470,22,1900,4,FALSE
19698,19,2200,6,FALSE
19697,19,2200,6,FALSE
19725,19,2200,6,FALSE
21299,19,2200,6,FALSE
20829,14,3000,12,TRUE
20828,14,3000,12,TRUE
20830,14,3000,12,TRUE
19808,14,3000,12,TRUE
19809,14,3000,12,TRUE
19810,14,3000,12,TRUE
19811,14,3000,12,TRUE
20831,15,2800,12,TRUE
21402,13,3250,8,FALSE
21400,13,3250,8,FALSE
20981,17,2450,8,TRUE
20996,16,2600,8,TRUE
19967,27,1550,4,FALSE
21242,24,1750,4,FALSE
20733,29,1250,4,FALSE
20732,26,1400,4,FALSE
19648,25,1700,4,FALSE
19787,28,1300,4,FALSE
19968,24,1550,4,FALSE
21007,32,1150,4,FALSE
21005,27,1350,4,FALSE
21008,31,1200,4,FALSE
21006,26,1400,4,FALSE
21012,30,1200,4,FALSE
21011,26,1400,4,FALSE
21010,30,1200,4,FALSE
21036,25,1450,4,FALSE
19788,29,1250,4,FALSE
19718,23,1600,6,FALSE
19813,28,1300,4,FALSE
19719,22,1650,6,FALSE
19495,21,2000,4,FALSE
19494,23,1850,4,FALSE
19496,19,2200,4,FALSE
20866,42,900,4,FALSE
20968,40,900,4,FALSE
19838,24,1550,6,FALSE
20716,26,1600,4,FALSE
20715,24,1750,4,FALSE
20802,23,1850,6,FALSE
20809,22,1900,6,FALSE
20808,22,1900,6,FALSE
20810,31,1350,6,FALSE
20487,19,2200,8,FALSE
20481,16,2600,8,FALSE
20719,26,1600,4,FALSE
20710,21,2000,6,FALSE
20713,22,1900,6,FALSE
20714,21,2000,6,FALSE
20801,19,2200,8,FALSE
20805,18,2350,8,FALSE
20804,19,2200,8,FALSE
20803,18,2350,8,FALSE
20501,15,2800,8,FALSE
20806,25,1700,4,FALSE
20807,24,1750,4,FALSE
20812,24,1750,4,FALSE
20718,31,1200,4,FALSE
20813,26,1600,4,FALSE
20712,21,2000,6,FALSE
20711,22,1900,6,FALSE
20717,21,2000,6,FALSE
20494,19,2200,8,FALSE
20482,23,1600,6,FALSE
20486,22,1650,6,FALSE
20811,30,1400,6,FALSE
21226,18,2050,6,FALSE
21225,18,2050,6,FALSE
21224,18,2050,6,FALSE
19904,27,1550,4,FALSE
19883,24,1750,4,FALSE
20967,24,1550,6,FALSE
20969,40,900,4,FALSE
20302,27,1350,4,FALSE
19837,24,1550,6,FALSE
20433,40,900,4,FALSE
20434,38,950,4,FALSE
20492,32,1150,4,FALSE
20504,31,1200,4,FALSE
20499,30,1200,4,FALSE
20507,31,1200,4,FALSE
20506,30,1200,4,FALSE
20498,33,1100,4,FALSE
20493,34,1100,4,FALSE
21075,22,1650,4,FALSE
21078,23,1600,6,FALSE
21080,22,1650,6,FALSE
21076,22,1650,6,FALSE
21079,23,1600,6,FALSE
21093,28,1300,6,FALSE
21092,29,1250,6,FALSE
21077,23,1600,6,FALSE
20500,15,2450,8,FALSE
20508,52,700,4,FALSE
21223,46,800,4,FALSE
20503,56,650,4,FALSE
20867,41,900,4,FALSE
20491,25,1450,4,FALSE
20497,25,1450,4,FALSE
20490,32,1150,4,FALSE
20505,26,1400,4,FALSE
20502,24,1550,4,FALSE
20630,15,2450,8,FALSE
20628,14,2600,8,FALSE
20631,14,2600,8,FALSE
20304,22,1650,6,FALSE
20303,20,1850,6,FALSE
20488,21,1750,4,FALSE
20484,21,1750,6,FALSE
20496,20,1850,4,FALSE
20495,20,1850,4,FALSE
20483,20,1850,6,FALSE
20485,18,2050,6,FALSE
20489,18,2050,6,FALSE
20626,16,2300,8,FALSE
20634,15,2450,8,FALSE
20627,15,2450,8,FALSE
20625,16,2300,8,FALSE
20632,15,2450,8,FALSE
20629,15,2450,8,FALSE
20266,32,1150,4,FALSE
20267,33,1100,4,FALSE
20476,35,1050,4,FALSE
20477,34,1100,4,FALSE
21015,29,1250,4,FALSE
21016,28,1300,4,FALSE
21024,25,1450,4,FALSE
21025,27,1350,4,FALSE
21022,28,1500,4,FALSE
21031,25,1700,4,FALSE
21023,27,1550,4,FALSE
21302,27,1550,4,FALSE
21026,31,1350,4,FALSE
21028,24,1750,4,FALSE
21027,25,1700,4,FALSE
20379,26,1600,4,FALSE
20741,28,1500,4,FALSE
20736,25,1700,4,FALSE
20332,24,1750,6,FALSE
20333,24,1750,6,FALSE
20311,22,1900,6,FALSE
20345,22,1900,8,FALSE
20512,23,1850,4,FALSE
20558,23,1850,4,FALSE
21033,22,1900,4,FALSE
21034,21,2000,6,FALSE
19515,22,1900,4,FALSE
21035,21,2000,6,FALSE
19516,17,2450,10,TRUE
19517,17,2450,10,TRUE
20349,18,2350,8,FALSE
20646,24,1750,4,FALSE
21030,21,2000,6,FALSE
20370,20,2100,6,FALSE
20369,21,2000,6,FALSE
21040,21,2000,8,FALSE
21041,21,2000,8,FALSE
20374,18,2350,8,FALSE
20372,19,2200,6,FALSE
20655,26,1400,4,FALSE
20654,26,1400,4,FALSE
20559,25,1700,4,FALSE
20868,15,2800,12,FALSE
20350,19,2200,8,FALSE
20817,15,2800,12,TRUE
20357,17,2450,8,TRUE
20821,15,2800,12,TRUE
20358,17,2450,8,TRUE
20820,15,2800,12,TRUE
20706,14,3000,8,TRUE
21018,13,3250,8,TRUE
20069,13,3250,12,TRUE
21106,12,3500,12,TRUE
20122,13,3250,12,TRUE
21105,12,3500,12,TRUE
19520,17,2450,10,TRUE
19521,17,2450,10,TRUE
19524,16,2600,10,TRUE
19525,16,2600,10,TRUE
20186,28,1300,4,FALSE
20124,26,1400,4,FALSE
20187,28,1300,4,FALSE
20116,27,1350,4,FALSE
20117,27,1350,4,FALSE
20777,25,1700,4,FALSE
20645,20,1850,6,FALSE
20667,29,1250,4,FALSE
20693,29,1250,4,FALSE
20652,25,1450,4,FALSE
21345,26,1400,4,FALSE
20526,25,1700,4,FALSE
20527,25,1700,4,FALSE
20669,29,1250,4,FALSE
20670,28,1300,4,FALSE
20653,25,1450,4,FALSE
21346,26,1400,4,FALSE
20704,27,1350,4,FALSE
20666,28,1300,4,FALSE
20557,32,1150,4,FALSE
20609,33,1100,4,FALSE
20190,29,1250,4,FALSE
20188,27,1350,4,FALSE
20189,27,1350,4,FALSE
20307,27,1350,4,FALSE
20308,23,1600,6,FALSE
20229,22,1900,4,FALSE
20380,21,2000,4,FALSE
20376,19,1950,6,FALSE
19979,26,1400,4,FALSE
20023,26,1600,4,FALSE
19998,25,1450,4,FALSE
19983,29,1250,4,FALSE
19980,26,1400,4,FALSE
19984,29,1250,4,FALSE
20787,23,1850,4,FALSE
19997,25,1700,4,FALSE
19999,27,1550,4,FALSE
19985,26,1400,4,FALSE
19988,26,1600,4,FALSE
20000,25,1450,4,FALSE
19982,29,1250,4,FALSE
20786,23,1850,4,FALSE
21204,25,1700,4,FALSE
19989,23,1600,4,FALSE
19990,22,1900,4,FALSE
19981,26,1400,4,FALSE
19920,23,1850,4,FALSE
19919,22,1900,4,FALSE
20221,24,1750,4,FALSE
